0.55761,0.34747,0.10892,0.16618,0.39849,0.1025,0.40939,0.77308,0.18905,0.54136,0.06412,0.48338,0.37582,-0.27992,-0.12541,-0.23338,-0.3302,0.31258,-0.09758,0.04046,-0.02289,0.43242,0.66804,0.28779,0.11159,-0.16031,0.51591,-0.04994,0.36659,0.24348,0.54061,0.54492,0.16237,0.40468,0.54213,0.42879,0.12521,0.17573,0.2743,-0.25945,-0.25759,0.44703,0.32314,0.52744,-0.01224,-0.12481,0.20735,0.60645,0.47314,-0.12511,0.47025,0.51815,0.28835,0.06878,-0.08755,0.47867,-0.34978,0.33495,-0.20831,0.45168,0.09066,0.08792,-0.06218,0.4224,0.1828,0.27932,0.18491,0.69573,-0.05759,-0.21,0.17209,0.46112,-0.07664,0.8231,0.4016,0.37925,0.22282,-0.42111,-0.21953,0.6872,0.3501,-0.00346,0.25759,0.20916,0.01512,-0.16458,-0.53383,-0.32882,0.61693,0.43113,-0.27576,-0.34133,-0.35045,0.03871,-0.38132,-0.52962,0.12493,0.46297,0.35799,-0.31797,0.38651,0.05529,-0.42435,-0.00843,0.705,-0.04653,0.20148,0.652,0.09107,0.00032,-0.12009,-0.11451,-0.0846,0.63355,0.32289,0.6807,0.6051,0.48592,0.9485,0.872
0.43465,0.68993,0.3242,0.36778,0.16219,-0.19934,0.64228,0.03743,0.5005,-0.12632,0.56967,0.57278,0.50534,0.20832,0.04037,0.12812,-0.03719,-0.07831,0.08413,0.03455,0.7657,0.33177,0.59004,-0.12643,0.6054,0.68763,0.00423,0.02517,0.09962,0.29427,0.62344,-0.19196,0.53105,0.29667,0.45662,0.24918,0.27996,0.10238,0.20589,0.39873,-0.03975,0.13524,-0.03827,-0.16552,0.43761,-0.35522,-0.01191,-0.34343,0.17442,0.13794,0.16375,0.033,-0.35994,-0.45232,0.0745,-0.40612,-0.34641,-0.39442,0.1464,0.0089,0.05915,-0.02005,-0.19888,0.01913,0.33902,0.6088,0.01228,-0.08908,0.20769,0.12204,0.57572,-0.25939,0.1599,0.2255,0.49081,0.32177,0.2183,-0.35978,0.24202,0.1896,-0.07635,-0.01704,0.20255,0.3047,-0.57004,0.09444,-0.68787,-0.22376,0.02978,-0.01434,-0.00704,-0.30863,0.24182,0.32477,-0.48572,0.2281,0.29757,0.37861,0.5379,-0.38873,0.0857,0.25006,0.18197,0.28187,0.32312,-0.0957,0.48463,0.30821,0.7026,-0.25028,-0.14813,0.3295,0.10583,0.6707,0.722,0.24998,0.55546,0.68325,0.8811,1.2136
0.4775,0.19867,0.68263,0.31449,0.59388,0.61689,0.53617,0.7092,0.76176,0.66497,-0.01046,0.36905,0.35202,0.34095,0.18381,-0.11306,0.08384,0.25371,0.04833,-0.11689,-0.29475,-0.42292,0.21743,-0.15735,0.48431,-0.27613,0.18618,0.31193,0.35096,0.40131,0.40889,0.48448,0.50092,0.04812,-0.15397,0.10449,0.04601,-0.31293,0.55123,0.50439,-0.25427,0.39059,0.23285,0.39155,-0.19967,0.05207,-0.36728,-0.16382,-0.41333,-0.34091,-0.39955,-0.27657,-0.29207,-0.42743,0.21002,-0.00709,-0.16247,0.08501,0.35592,0.0003,-0.2546,0.50443,0.36664,0.0445,-0.27181,0.17917,0.1117,0.47342,-0.14134,-0.20226,0.25523,0.1321,-0.41286,0.06541,0.9183,0.20865,0.47091,0.03757,-0.02626,0.11381,0.47117,0.6242,-0.3799,-0.41991,-0.40582,0.19079,0.13626,-0.61638,-0.09664,0.35352,-0.12336,0.59248,0.6684,-0.29274,-0.61673,0.25964,0.4629,0.44372,0.15966,0.4055,0.19025,0.6618,0.6455,0.4217,-0.3125,0.3607,0.10582,-0.00817,0.46611,0.46541,0.7929,-0.26538,-0.24223,0.25035,0.7383,0.4177,0.2261,-0.11578,0.07302,1.0689
0.65452,-0.16185,-0.081276,-0.00086,-0.18776,-0.0128,0.18555,-0.23507,0.54856,0.61325,0.19934,0.22609,-0.33309,-0.01237,0.48024,0.4883,0.11819,0.42916,-0.41238,-0.38835,0.42673,0.14563,-0.20648,0.43812,0.12546,0.32239,-0.1268,0.32035,0.39315,0.32554,0.17167,0.35998,0.07861,0.54374,0.42642,-0.45982,0.55831,0.15671,0.07443,0.4375,-0.23285,0.25842,0.49927,0.30715,-0.14216,-0.43791,0.26794,0.26424,0.01244,-0.12612,0.21951,0.32559,-0.45051,-0.35608,0.35484,-0.17024,0.14808,0.19231,0.16819,0.47886,-0.03017,0.47966,-0.21726,0.04685,0.3037,0.10612,-0.16464,0.28914,-0.13119,0.09984,0.53147,0.02598,-0.06144,0.38786,0.05077,-0.22198,0.3811,0.37754,-0.04198,0.14334,0.14537,0.30931,0.17535,0.22399,-0.15233,-0.04737,-0.52938,-0.46837,-0.15226,0.16952,0.7151,0.45274,0.482,-0.13134,0.18309,-0.19851,-0.4354,-0.27642,0.5936,-0.6559,0.24441,0.28794,0.36755,0.6281,-0.11562,-0.23844,0.01769,0.7758,0.07326,0.20718,0.8801,0.7945,0.08321,0.01524,0.02795,0.27027,0.7609,0.00839,0.39509,0.53502
-0.069359,-0.099948,-0.15068,0.33024,0.18811,0.01715,0.76894,0.4143,-0.30549,0.58923,0.15635,-0.1827,-0.09072,-0.11849,0.70984,0.38218,0.4799,0.04229,-0.10687,0.36272,-0.41805,0.16434,0.29095,-0.11904,0.02722,0.28802,-0.44467,-0.38236,0.37704,0.23349,-0.29466,0.56146,0.43903,-0.25785,-0.09589,0.53414,0.30948,-0.36917,-0.12646,0.22615,0.39557,0.47556,-0.19845,0.42692,-0.52548,-0.2035,-0.01936,-0.37163,-0.34143,-0.24663,0.39678,-0.37642,-0.41126,-0.32483,-0.03433,-0.1825,-0.50602,-0.25851,0.47556,-0.33945,0.28106,-0.17407,0.19356,0.19744,-0.19869,0.24947,0.37022,-0.15141,0.41919,0.40054,0.55502,-0.25111,-0.35358,-0.0154,0.1609,-0.15088,-0.19262,0.3295,0.35146,0.0345,-0.4311,0.26888,-0.14568,0.38929,-0.0306,0.34861,0.07513,-0.04307,-0.57781,-0.46751,0.1535,0.30064,-0.1481,0.48414,0.16372,-0.18373,0.10719,0.14729,-0.47343,-0.37097,-0.42987,0.6701,0.42039,0.24069,0.54845,0.59711,0.16016,0.11587,0.55953,0.9121,0.68809,0.36637,0.8567,0.66924,0.21286,0.14432,0.53372,0.7343,0.50506,0.45919
0.00044,0.07334,0.01518,0.5609,0.38428,0.55369,0.17888,0.12296,-0.27415,0.59498,0.2031,0.19946,-0.29566,-0.1592,0.55961,-0.18324,0.12247,0.27771,0.48407,0.38296,-0.3467,0.08098,0.24004,-0.0123,0.07456,-0.12403,-0.03904,-0.06194,0.04546,0.14771,0.00366,0.45884,0.25308,0.27601,-0.16707,-0.10836,-0.19789,0.3804,-0.10304,0.23625,-0.51764,0.00737,-0.1711,-0.24372,0.1634,0.21611,0.28466,0.10258,-0.41012,-0.01513,-0.28624,-0.31195,-0.45468,-0.45597,0.20633,-0.27379,-0.19655,-0.19811,0.00302,-0.02122,0.1129,0.23513,-0.36218,-0.18373,0.10745,0.4161,0.27979,0.7534,-0.10748,0.21979,0.67185,-0.21317,0.23427,-0.0855,0.51712,0.61633,0.38093,0.01249,0.6371,-0.41966,0.2872,0.60752,0.09727,0.16718,0.2976,0.5383,-0.26456,0.0859,0.05221,0.04308,0.03167,0.16884,0.46826,-0.00887,-0.2889,0.39107,-0.28507,-0.35663,0.1658,0.28584,0.25611,0.00418,-0.1224,-0.05111,0.44053,0.25402,0.30615,0.06379,0.31417,0.35086,0.9832,0.06083,0.52667,0.33679,0.26181,0.28879,0.51223,0.49515,0.8336,0.706
0.59403,0.22095,-0.084718,0.36461,0.57432,-0.13025,0.21272,0.25732,-0.12162,0.32763,-0.14851,-0.04839,0.3535,0.07526,-0.36389,-0.3944,0.14798,0.37084,-0.32431,0.46751,0.05547,-0.23022,0.39393,-0.30566,-0.03611,0.42576,-0.29,0.06394,0.42196,0.27267,0.24613,-0.00742,-0.12419,0.4355,0.43405,-0.31199,-0.24848,0.24481,-0.3873,0.10336,0.24882,-0.03735,-0.17109,-0.59725,-0.64436,0.22065,-0.07908,-0.30574,0.0333,-0.07971,-0.60711,-0.13243,0.16018,-0.02302,-0.53291,-0.02738,-0.54068,-0.10317,-0.08087,0.51569,0.17398,0.17629,-0.43787,0.39318,0.42613,-0.43528,0.00262,0.21033,0.23371,0.26587,0.05473,-0.03503,0.39202,0.07342,0.38425,0.44736,0.15382,0.07218,0.32772,0.22603,0.07576,0.26932,0.00388,-0.25515,0.29724,0.25038,-0.20072,-0.35307,-0.16994,-0.38539,0.02602,0.7539,0.01133,0.22161,0.10653,0.00601,-0.46296,-0.20487,-0.50914,-0.40274,0.20913,-0.32669,0.07574,0.39749,0.57171,0.52168,0.42488,0.41038,-0.02156,0.22179,0.56881,0.03513,0.6708,0.34445,0.7675,-0.02547,1.0801,0.9413,0.59654,0.27706
0.5252,0.37904,0.62184,-0.06637,-0.16384,0.26991,0.07276,0.3161,-0.06806,0.27738,-0.10197,0.43763,-0.04164,-0.13471,-0.43634,-0.29873,0.02921,0.17313,0.11241,0.12374,0.04388,-0.49733,0.45053,0.22326,0.18677,-0.43722,0.00723,0.18019,-0.42191,-0.15444,0.07036,-0.04909,0.11008,-0.46622,-0.0849,0.1452,-0.18571,0.22978,-0.15033,0.11834,-0.24255,0.18127,-0.16208,-0.3768,0.01783,0.28666,-0.18851,0.09806,-0.13716,0.14249,0.12531,-0.01652,0.07498,-0.73369,-0.57121,0.30991,0.33043,-0.5806,-0.50834,0.16639,-0.14839,-0.00834,0.03754,0.25294,-0.48922,-0.39466,0.39408,0.547,0.42855,0.23938,-0.23804,-0.08491,0.47665,-0.23081,0.44632,-0.04042,0.13451,0.609,0.3996,-0.1445,-0.21952,-0.18653,0.2709,0.26199,-0.32433,0.19934,0.26485,0.41876,-0.57639,-0.34088,0.36564,0.48565,0.62192,-0.12054,0.03779,-0.02231,-0.34206,-0.22003,-0.70933,0.35779,0.631,-0.13072,-0.30132,0.6712,0.12533,0.19992,0.06149,-0.13809,0.31658,0.62675,0.9161,0.39866,0.9564,0.48181,0.48561,0.60567,0.7834,0.9728,0.766,0.853
-0.10288,0.57173,-0.14586,0.5827,-0.13647,0.19736,-0.06911,-0.23392,0.20982,0.22797,0.03204,0.64722,-0.08805,0.42423,0.06919,0.4398,0.22708,0.39431,-0.42056,0.10894,0.32526,-0.63841,0.23578,-0.0038,0.00826,-0.42926,0.14278,0.02288,0.01961,0.06752,0.14337,-0.11531,-0.17696,-0.09915,0.42683,0.10436,0.13597,0.173,-0.03701,-0.38232,-0.67343,-0.57389,0.0611,-0.00263,-0.20809,-0.1634,0.13654,-0.39792,-0.19471,-0.45845,-0.34085,-0.61968,-0.10837,-0.55385,-0.59591,-0.1609,-0.54957,-0.18721,0.3239,-0.35791,0.23266,0.39517,-0.23709,-0.41918,0.14645,0.32883,0.4612,0.34438,0.00735,0.40584,0.07491,-0.12351,-0.46632,0.32502,-0.1245,0.48508,-0.16225,0.28848,0.15457,-0.22353,0.6929,-0.56636,-0.71126,-0.43502,0.16446,-0.40249,-0.39566,0.08011,-0.34542,-0.36363,-0.45378,-0.20574,0.1624,-0.1546,0.05506,-0.14564,-0.09888,0.22267,-0.01561,-0.66806,0.25803,-0.19025,-0.41442,0.38965,0.7633,-0.11887,0.28076,0.51224,0.5691,0.11391,0.47248,0.35654,0.75226,0.4203,0.02399,-0.00642,0.7861,0.70347,0.6593,0.8326
-0.04705,0.09978,-0.092528,0.27777,0.45608,0.1071,0.1467,0.68295,-0.21668,0.05953,0.1064,0.463,0.25498,-0.09955,-0.31877,0.30044,-0.09495,-0.38084,-0.41591,0.10587,-0.67074,-0.62854,-0.47344,0.15022,-0.24005,0.3521,-0.42676,-0.30204,-0.49167,-0.40388,0.42394,0.20432,0.07885,0.16391,-0.38732,-0.42376,0.29311,-0.27181,-0.67823,-0.73867,-0.45807,0.16782,-0.08944,-0.25675,-0.74503,-0.11721,-0.60249,-0.54978,-0.4233,-0.33053,0.09503,-0.47498,-0.66129,-0.049,0.11797,-0.59415,0.12693,-0.67588,-0.05696,-0.31163,0.28683,0.18458,-0.24809,0.11587,-0.27403,-0.19121,0.24025,-0.29705,0.18887,-0.10255,-0.1887,0.01479,0.05694,0.25547,0.04312,0.34384,0.44053,0.49063,-0.03104,0.13992,-0.06991,-0.17846,-0.51354,0.10613,0.07239,-0.23243,-0.29738,-0.22222,-0.11855,0.21154,0.11762,-0.21039,-0.38758,0.01773,0.6696,-0.15114,0.6347,0.13732,0.37802,0.19769,-0.21839,-0.38542,-0.35562,-0.14094,0.27549,0.6947,-0.16114,0.17937,0.62901,0.12013,0.47137,0.39465,1.0841,0.48355,-0.03927,0.31684,0.13137,1.1416,0.64147,0.74364
